country_or_area,year,demand,production,exports,imports,geothermal,hydro,solar,tide,wind
Cayman Islands,1997,360,360,0,0,0,0,0,0,0
Burkina Faso,1999,351.9,359.9,0,0,0,124.7,0,0,0
Togo,2013,1119.9,359.8,0,773.3,0,73.5,0,0,0
Eritrea,2012,342,359,0,0,0,0,2,0,0
Togo,2014,1208.2,357.7,0,856.9,0,119.8,0,0,0
Congo,1996,370,357,0,95,0,354,0,0,0
Greenland,2005,344.2,355.1,0,0,0,203.1,0,0,0
Swaziland,2004,1256.3,354.5,0,916.8,0,103.5,0,0,0
Seychelles,2013,344.32,354.22,0,0,0,0,0,0,6.95
French Guiana,1990,337,353,0,0,0,0,0,0,0
St. Lucia,2008,338,352.3,0,0,0,0,0,0,0
Northern Mariana Islands,1997,351.6,351.6,0,0,0,0,0,0,0
Northern Mariana Islands,1996,350,350,0,0,0,0,0,0,0
Togo,1995,762,350,0,412,0,255,0,0,0
Somalia,2013,350,350,0,0,0,0,0,0,0
Cambodia,1998,343,350,0,0,0,50,0,0,0
Somalia,2014,350,350,0,0,0,0,0,0,0
Djibouti,2009,342.7,349,0,0,0,0,0,0,0
French Polynesia,1995,334,349,0,0,0,126,0,0,0
Timor-Leste,2014,349,349,0,0,0,0,0,0,0
Cabo Verde,2010,335.88,346.7,0,0,0,0,2.11,0,1.99
Jersey,1992,505.8,346.7,0,159.1,0,0,0,0,0
St. Lucia,2007,332.5,345.7,0,0,0,0,0,0,0
Rwanda,2011,394.6,345.5,4.9,77.6,0,149.3,0.3,0,0
State of Palestine,2006,3441.7,345.3,0,3096.4,0,0,0,0,0
Northern Mariana Islands,1995,345,345,0,0,0,0,0,0,0
French Polynesia,1997,328,344,0,0,0,121,0,0,0
Congo,1998,374,344,0,126,0,342,0,0,0
State of Palestine,2003,2658,342.4,0,2315.6,0,0,0,0,0
Aruba,1992,341,341,0,0,0,0,0,0,0
Mauritania,1995,338.9,340.697,0,0,0,28,0,0,0
Somalia,2012,340,340,0,0,0,0,0,0,0
Northern Mariana Islands,1994,340,340,0,0,0,0,0,0,0
Djibouti,2008,325.9,339,0,0,0,0,0,0,0
Aruba,1991,339,339,0,0,0,0,0,0,0
Burkina Faso,1998,329.1,338.1,0,0,0,78.3,0,0,0
Aruba,1990,338,338,0,0,0,0,0,0,0
Northern Mariana Islands,1993,338,338,0,0,0,0,0,0,0
Eritrea,2011,321,337,0,0,0,0,2,0,0
Greenland,2004,326.5,336.9,0,0,0,191.9,0,0,0
State of Palestine,2014,5274.9,336.6,0,4938.3,0,0,0,0,0
Seychelles,2012,327.26,336.46,0,0,0,0,0,0,0
Antigua and Barbuda,2014,329,336,0,0,0,0,0,0,0
Northern Mariana Islands,1992,336,336,0,0,0,0,0,0,0
French Polynesia,1994,323,335,0,0,0,97,0,0,0
French Polynesia,1996,319,335,0,0,0,118,0,0,0
Congo,2001,560,335,0,297,0,334,0,0,0
Mali,1996,327,335,0,0,0,212,0,0,0
Somalia,2011,334,334,0,0,0,0,0,0,0
St. Lucia,2006,317.7,330.8,0,0,0,0,0,0,0
Antigua and Barbuda,2013,323,330,0,0,0,0,0,0,0
Cambodia,1996,317,329,0,0,0,78,0,0,0
Maldives,2014,310.91,328.91,0,0,0,0,2,0,0
Congo,1995,420,328,0,166,0,325,0,0,0
Jersey,2013,858.7,327.8,0,552.7,0,0,0,0,0
Antigua and Barbuda,2009,320.4,327.4,0,0,0,0,0,0,0
Antigua and Barbuda,2012,320,327,0,0,0,0,0,0,0
Somalia,2010,327,327,0,0,0,0,0,0,0
Somalia,2009,327,327,0,0,0,0,0,0,0
Cambodia,2000,315,326,0,0,0,46,0,0,0
Antigua and Barbuda,2010,319,326,0,0,0,0,0,0,0
Antigua and Barbuda,2011,318,325,0,0,0,0,0,0,0
Cambodia,1999,314,324,0,0,0,44,0,0,0
Somalia,2008,324,324,0,0,0,0,0,0,0
Seychelles,2011,314.04,323.84,0,0,0,0,0,0,0
Niger,2011,885.203,323.786,3.84,607.458,0,0,0.005,0,0
St. Lucia,2005,310.4,323.6,0,0,0,0,0,0,0
Djibouti,2007,321.2,323,0,0,0,0,0,0,0
French Polynesia,1993,313,323,0,0,0,95,0,0,0
Togo,2011,1010.2,320.2,0,695.8,0,201.6,0,0,0
Togo,2010,940.2,320.2,0,627.7,0,185.5,0,0,0
Cayman Islands,1996,320,320,0,0,0,0,0,0,0
Togo,1993,598,320,0,278,0,230,0,0,0
Liberia,1990,300,320,0,0,0,0,0,0,0
Jersey,1995,523.2,317.8,0,205.4,0,0,0,0,0
French Polynesia,1992,307,317,0,0,0,91,0,0,0
Guyana,1990,289,312,0,0,0,5,0,0,0
Mali,1995,304,312,0,0,0,225,0,0,0
Togo,1999,564,312,0,252,0,203,0,0,0
Somalia,2007,311,311,0,0,0,0,0,0,0
Eritrea,2010,296,311,0,0,0,0,2,0,0
Cabo Verde,2009,298.24,309.49,0,0,0,0,0,0,4.66
St. Lucia,2004,296.44,308.54,0,0,0,0,0,0,0
Haiti,1994,298,308,0,0,0,200,0,0,0
Togo,2006,703.2,308,0,398.9,0,172.5,0,0,0
Burkina Faso,1997,297.7,306.2,0,0,0,61.5,0,0,0
Djibouti,2006,306,306,0,0,0,0,0,0,0
Faeroe Islands,2014,298.46,305.417,0,0,0,120.687,0,0,34.488
Maldives,2013,289.867,304.867,0,0,0,0,2,0,0
Jersey,1994,522.1,302.9,0,219.2,0,0,0,0,0
French Polynesia,1991,292,302,0,0,0,54.212,0,0,0
Seychelles,2010,290.44,301.04,0,0,0,0,0,0,0
Togo,1998,523,301,0,222,0,172,0,0,0
Liberia,2011,280,300,0,0,0,0,0,0,0
Liberia,2013,280,300,0,0,0,0,0,0,0
Liberia,1998,280,300,0,0,0,0,0,0,0
Liberia,2012,280,300,0,0,0,0,0,0,0
Somalia,2006,300,300,0,0,0,0,0,0,0
Liberia,2014,280,300,0,0,0,0,0,0,0
Mayotte,2014,283.3,299.3,0,0,0,0,16.6,0,0
Mali,1993,291,299,0,0,0,220,0,0,0
Maldives,2012,287.2,299,0,0,0,0,1.8,0,0
St. Lucia,2003,287.18,298.98,0,0,0,0,0,0,0
Maldives,2009,288.4,298.4,0,0,0,0,0,0,0
Djibouti,2005,288,298,0,0,0,0,0,0,0
Cayman Islands,1995,297,297,0,0,0,0,0,0,0
Congo,2000,514,296,0,262,0,295,0,0,0
Antigua and Barbuda,2008,290,296,0,0,0,0,0,0,0
Isle of Man,2012,427.8,295.9,48,179.9,0,4.4,0,0,0
Eritrea,2009,278,295,0,0,0,0,2,0,0
Timor-Leste,2013,295,295,0,0,0,0,0,0,0
Liberia,1997,274,294,0,0,0,0,0,0,0
Togo,2003,633.8,294,0,343.8,0,236,0,0,0
Faeroe Islands,2013,284.71,292.534,0,0,0,90.594,0,0,21.845
Niger,2010,799.038,292.025,2.38,551.495,0,0,0.003,0,0
Faeroe Islands,2012,284.53,291.556,0,0,0,99.757,0,0,10.787
French Polynesia,1990,281,291,0,0,0,54.134,0,0,0
Somalia,2005,290,290,0,0,0,0,0,0,0
Togo,1996,724,289,0,435,0,190,0,0,0
Guernsey,2013,400,288.8,0,111.2,0,0,0,0,0
Eritrea,2007,273,288,0,0,0,0,2,0,0
Eritrea,2005,272,288,0,0,0,0,1,0,0
Jersey,1996,540.1,287.7,0,252.4,0,0,0,0,0
Eritrea,2008,271,287,0,0,0,0,2,0,0
Cabo Verde,2008,274.85,286.8,0,0,0,0,0,0,5.51
St. Lucia,2001,274,286.5,0,0,0,0,0,0,0
St. Lucia,2002,273.7,285.7,0,0,0,0,0,0,0
Antigua and Barbuda,2007,279.4,285.4,0,0,0,0,0,0,0
Mayotte,2013,270.1,285.1,0,0,0,0,16.8,0,0
Jersey,1993,511.1,285,0,226.1,0,0,0,0,0
Togo,1991,550,284,0,266,0,193,0,0,0
Cayman Islands,1994,284,284,0,0,0,0,0,0,0
Eritrea,2004,266,283,0,0,0,0,1,0,0
Liberia,1992,262,282,0,0,0,0,0,0,0
Rwanda,2010,337.5,281.1,2.8,79.8,0,112,0.3,0,0
Equatorial Guinea,2011,253,281,0,0,0,39,0,0,0
Faeroe Islands,2010,273.31,280.366,0,0,0,67.438,0,0,13.584
Cambodia,2001,274,280,0,2,0,30,0,0,0
Somalia,2003,280,280,0,0,0,0,0,0,0
Somalia,2004,280,280,0,0,0,0,0,0,0
Liberia,1993,260,280,0,0,0,0,0,0,0
Maldives,2008,270,280,0,0,0,0,0,0,0
Liberia,1994,260,280,0,0,0,0,0,0,0
Liberia,1996,260,280,0,0,0,0,0,0,0
Liberia,1995,260,280,0,0,0,0,0,0,0
Greenland,2003,279.7,279.7,0,0,0,179.7,0,0,0
Somalia,1999,268,278,0,0,0,0,0,0,0
Greenland,2002,277.7,277.7,0,0,0,181.7,0,0,0
Eritrea,2003,259,277,0,0,0,0,1,0,0
Mauritania,1994,252,277,0,0,0,28,0,0,0
Mali,1992,274,277,0,0,0,210,0,0,0
St. Lucia,2000,264.6,276.7,0,0,0,0,0,0,0
Somalia,1998,266,276,0,0,0,0,0,0,0
Greenland,2001,276,276,0,0,0,157.5,0,0,0
Mali,1994,268,276,0,0,0,217,0,0,0
Somalia,1997,266,276,0,0,0,0,0,0,0
Faeroe Islands,2008,270.274,275.829,0,0,0,95.88,0,0,12.969
Faeroe Islands,2009,268.79,275.528,0,0,0,92.406,0,0,15.005
Seychelles,2009,265.6,275.5,0,0,0,0,0,0,0
Somalia,1996,265,275,0,0,0,0,0,0,0
Togo,2000,557,275,0,282,0,199,0,0,0
Maldives,2011,264.7,274.62,0,0,0,0,0.92,0,0
Somalia,2002,274,274,0,0,0,0,0,0,0
Faeroe Islands,2011,266.92,273.843,0,0,0,92.502,0,0,14.526
Burkina Faso,1996,266.5,273.5,0,0,0,73.8,0,0,0
Liberia,1991,253,273,0,0,0,0,0,0,0
Somalia,1995,263,272,0,0,0,0,0,0,0
Somalia,1994,262,271,0,0,0,0,0,0,0
Mayotte,2012,256.9,270.9,0,0,0,0,15.4,0,0
Seychelles,2007,260.6,270.58,0,0,0,0,0,0,0
Jersey,1999,609.1,269.8,0,339.3,0,0,0,0,0
Cabo Verde,2007,260.17,269.53,0,0,0,0,0,0,6.87
Faeroe Islands,2007,263.862,269.417,0,0,0,104.452,0,0,15.759
Seychelles,2008,262.12,269.11,0,0,0,0,0,0,0
Eritrea,2006,252,269,0,0,0,0,2,0,0
Somalia,1993,259,268,0,0,0,0,0,0,0
Gambia,2012,245.1,266.3,0,0,0,0,0,0,0
Somalia,1991,258,265,0,0,0,0,0,0,0
Togo,2004,669.7,265,0,408.7,0,157,0,0,0
Somalia,1992,257,265,0,0,0,0,0,0,0
Mauritania,1993,243.2,263.2,0,0,0,26,0,0,0
Greenland,2000,263.1,263.1,0,0,0,171.1,0,0,0
Cayman Islands,1993,263,263,0,0,0,0,0,0,0
Mayotte,2011,250,262,0,0,0,0,13.9,0,0
Togo,2009,874.8,262,0,615.4,0,219,0,0,0
Somalia,1990,248,262,0,0,0,0,0,0,0
Togo,2005,699.7,261.7,0,442,0,144,0,0,0
Somalia,2001,261,261,0,0,0,0,0,0,0
Gambia,2014,270.3,260.8,0,0,0,0,0,0,0
Gambia,2013,248.8,260.7,0,0,0,0,0,0,0
Greenland,1999,260.4,260.4,0,0,0,171.4,0,0,0
Faeroe Islands,2006,254,260,0,0,0,101,0,0,15
Greenland,1998,260,260,0,0,0,0,0,0,0
Greenland,1997,259,259,0,0,0,0,0,0,0
Eritrea,2002,246,259,0,0,0,0,1,0,0
Mauritania,1992,238.3,258.3,0,0,0,26,0,0,0
Greenland,1996,258,258,0,0,0,0,0,0,0
Antigua and Barbuda,2006,253,258,0,0,0,0,0,0,0
Mayotte,2010,245.5,257.5,0,0,0,0,6.1,0,0
Greenland,1995,257,257,0,0,0,0,0,0,0
Maldives,2010,246.8,256.61,0,0,0,0,0.81,0,0
St. Lucia,1999,245.4,256.2,0,0,0,0,0,0,0
Mali,1991,253,256,0,0,0,184,0,0,0
Jersey,1998,588.1,256,0,332.1,0,0,0,0,0
Gambia,2011,251.3,255.7,0,0,0,0,0,0,0
Greenland,1994,255,255,0,0,0,0,0,0,0
Niger,2009,749.051,253.886,2.44,534.539,0,0,0.003,0,0
Seychelles,2006,243,252.52,0,0,0,0,0,0,0
Greenland,1993,252,252,0,0,0,0,0,0,0
Cabo Verde,2006,243.21,251.94,0,0,0,0,0,0,7.44
Botswana,2012,3590.92,250.8,0,3371.32,0,0,1.3,0,0
Guyana,1991,240,250,0,3,0,5,0,0,0
Liberia,2008,230,250,0,0,0,0,0,0,0
Liberia,2009,230,250,0,0,0,0,0,0,0
Liberia,2010,230,250,0,0,0,0,0,0,0
Liberia,2007,230,250,0,0,0,0,0,0,0
Somalia,2000,250,250,0,0,0,0,0,0,0
Faeroe Islands,2004,243,249,0,0,0,94,0,0,8
Faeroe Islands,2003,243,249,0,0,0,86,0,0,3
Cambodia,1995,238,249,0,0,0,51,0,0,0
Cambodia,1994,249,249,0,0,0,42,0,0,0
Rwanda,2009,290.3,248.4,2.9,62.4,0,98.9,0.4,0,0
Togo,1994,550,248,0,302,0,148,0,0,0
Mali,1990,244,247,0,0,0,183,0,0,0
Gambia,2010,239.1,245.2,0,0,0,0,0,0,0
Faeroe Islands,2005,240,245,0,0,0,99,0,0,10
Maldives,2007,236,245,0,0,0,0,0,0,0
Mauritania,1991,223.4,243.4,0,0,0,25,0,0,0
Antigua and Barbuda,2005,238,243,0,0,0,0,0,0,0
Cayman Islands,1992,243,243,0,0,0,0,0,0,0
Burkina Faso,1995,236.9,242.9,0,0,0,94,0,0,0
Gambia,2008,236,242,0,0,0,0,0,0,0
Gambia,2009,236,242,0,0,0,0,0,0,0
Faeroe Islands,2002,235,241,0,0,0,97,0,0,1
Guyana,1993,237,240,0,12,0,5,0,0,0
Togo,2007,711.2,239.7,0,475.7,0,180,0,0,0
Mayotte,2009,226,238.7,0,0,0,0,1.3,0,0
Cabo Verde,2005,227.73,237.06,0,0,0,0,0,0,6.45
Sierra Leone,1994,232,237,0,0,0,0,0,0,0
Belize,2009,467.448611,236.584722,0,216.233889,0,187.591389,0,0,0
St. Lucia,1998,227.1,235.9,0,0,0,0,0,0,0
Mauritania,1990,217.8,235.8,0,0,0,25,0,0,0
Cayman Islands,1991,234,234,0,0,0,0,0,0,0
Jersey,1997,566.6,233.1,0,333.5,0,0,0,0,0
Niger,2005,534.21,233.087,1.493,339.002,0,0,0.002,0,0
Guyana,1992,236,233,0,17,0,5,0,0,0
Togo,2002,560.7,233,0,330.7,0,166,0,0,0
Eritrea,2001,223,233,0,0,0,0,1,0,0
Sierra Leone,1993,228,233,0,0,0,0,0,0,0
Faeroe Islands,2001,226,232,0,0,0,76,0,0,1
Seychelles,2005,224,230.43,0,0,0,0,0,0,0
Sierra Leone,1991,225,230,0,0,0,0,0,0,0
Turks and Caicos Islands,2014,222,230,0,0,0,0,0,0,0
Sierra Leone,1992,225,230,0,0,0,0,0,0,0
Gambia,2007,223,229,0,0,0,0,0,0,0
Benin,2008,891,229,0,662,0,0,0,0,0
Guernsey,2014,383.1,227.1,0,156,0,0,0,0,0
Turks and Caicos Islands,2012,218.9,227,0,0,0,0,0,0,0
Turks and Caicos Islands,2013,218.9,227,0,0,0,0,0,0,0
Seychelles,2004,220,225.98,0,0,0,0,0,0,0
Niger,2008,645.988,225.506,2.49,461.687,0,0,0.003,0,0
Chad,2013,206,225,0,0,0,0,0,0,0
Cayman Islands,1990,225,225,0,0,0,0,0,0,0
Chad,2014,206,225,0,0,0,0,0,0,0
Cambodia,1993,224,224,0,0,0,42,0,0,0
Sierra Leone,1990,219,224,0,0,0,0,0,0,0
Seychelles,2003,217.8,223.8,0,0,0,0,0,0,0
St. Kitts-Nevis,2011,222.3,222.5,0,0,0,0,0,0,5.5
Niger,2007,634.27,222.062,2.09,450.29,0,0,0.002,0,0
Antigua and Barbuda,2004,217,221,0,0,0,0,0,0,0
Benin,2007,799,220,0,579,0,0,0,0,0
St. Kitts-Nevis,2014,219,220,0,0,0,0,1,0,8
Greenland,1990,220,220,0,0,0,0,0,0,0
St. Kitts-Nevis,2013,219,220,0,0,0,0,1,0,8
Cabo Verde,2004,211.931,219.81,0,0,0,0,0,0,6.43
Seychelles,2002,210.8,218.8,0,0,0,0,0,0,0
Niger,2006,578.596,218.734,2.172,399,0,0,0.002,0,0
Chad,2011,200,218,0,0,0,0,0,0,0
Belize,2008,463.204,217.995,0,248,0,206.545,0,0,0
Mayotte,2008,202,217.83,0,0,0,0,0.23,0,0
St. Kitts-Nevis,2012,217.6,217.8,0,0,0,0,0,0,7.8
Belize,2007,438.481,217.777,0,225,0,179.177,0,0,0
St. Kitts-Nevis,2009,206,217,0,0,0,0,0,0,0
Togo,1992,527,217,0,310,0,128,0,0,0
St. Kitts-Nevis,2010,216.3,216.5,0,0,0,0,0,0,5.7
Gambia,2006,210.5,216,0,0,0,0,0,0,0
Greenland,1992,216,216,0,0,0,0,0,0,0
Burkina Faso,1994,210,216,0,0,0,73,0,0,0
Burkina Faso,1993,210,215,0,0,0,47,0,0,0
Djibouti,2004,208,215,0,0,0,0,0,0,0
Greenland,1991,215,215,0,0,0,0,0,0,0
Eritrea,1997,207,214,0,0,0,0,1,0,0
Eritrea,1999,206,214,0,0,0,0,1,0,0
Turks and Caicos Islands,2011,206.8,214,0,0,0,0,0,0,0
Turks and Caicos Islands,2010,206.3,213.5,0,0,0,0,0,0,0
St. Lucia,1997,204.6,213.1,0,0,0,0,0,0,0
Faeroe Islands,2000,208,213,0,0,0,76,0,0,1
Maldives,2006,203,212,0,0,0,0,0,0,0
Belize,2006,417.869,211.745,0,210,0,179.5,0,0,0
Togo,2008,792.1,211.3,0,583.3,0,174.1,0,0,0
Faeroe Islands,1990,205,211,0,0,0,75,0,0,0
Antigua and Barbuda,2003,207,211,0,0,0,0,0,0,0
Eritrea,2000,201,210,0,0,0,0,1,0,0
St. Kitts-Nevis,2007,199,209,0,0,0,0,0,0,0
Grenada,2010,201.38,208.7,0,0,0,0,0,0,0
Turks and Caicos Islands,2009,200.6,207.6,0,0,0,0,0,0,0
Chad,2012,186,205,0,0,0,0,0,0,0
Grenada,2011,196.78,204,0,0,0,0,0,0,0
Gambia,2005,198,203,0,0,0,0,0,0,0
Pacific Islands (former),1991,198,203,0,0,0,30,0,0,0
Faeroe Islands,1991,198,203,0,0,0,75,0,0,0
Grenada,2009,195.4,203,0,0,0,0,0,0,0
Faeroe Islands,1999,195,202,0,0,0,70,0,0,1
Cambodia,1992,202,202,0,0,0,47,0,0,0
Pacific Islands (former),1990,196,201,0,0,0,30,0,0,0
St. Kitts-Nevis,2008,191,201,0,0,0,0,0,0,0
Burkina Faso,1992,196,201,0,0,0,20,0,0,0
Niger,2004,490.799,200.602,1.193,295.34,0,0,0,0,0
Djibouti,2002,194,200,0,0,0,0,0,0,0
Liberia,2003,180,200,0,0,0,0,0,0,0
Djibouti,2003,194,200,0,0,0,0,0,0,0
Chad,2010,182,200,0,0,0,0,0,0,0
Liberia,2004,180,200,0,0,0,0,0,0,0
Liberia,1999,180,200,0,0,0,0,0,0,0
Liberia,2000,180,200,0,0,0,0,0,0,0
Liberia,2001,180,200,0,0,0,0,0,0,0
Liberia,2002,180,200,0,0,0,0,0,0,0
Liberia,2006,180,200,0,0,0,0,0,0,0
Liberia,2005,180,200,0,0,0,0,0,0,0
Grenada,2014,194,199.9,0,0,0,0,0,0,0
Grenada,2012,192.96,199.7,0,0,0,0,0,0,0
Cabo Verde,2003,191.72,199.65,0,0,0,0,0,0,5.37
Faeroe Islands,1992,194,199,0,0,0,84,0,0,0
Gibraltar,2014,194,198,0,0,0,0,0,0,0
St. Lucia,1996,189.8,198,0,0,0,0,0,0,0
Turks and Caicos Islands,2008,190.4,196.8,0,0,0,0,0,0,0
Grenada,2013,190.6,196.7,0,0,0,0,0,0,0
St. Lucia,1995,188.5,196.6,0,0,0,0,0,0,0
Mayotte,2007,184.2,196.2,0,0,0,0,0,0,0
Eritrea,1998,187,195,0,0,0,0,1,0,0
Rwanda,2008,261.1,194.5,2.1,84.7,0,72.1,0.3,0,0
Burkina Faso,1991,190,194,0,0,0,13,0,0,0
Eritrea,1996,186,193,0,0,0,0,0,0,0
Seychelles,2001,187.9,191.9,0,0,0,0,0,0,0
Niger,2003,462,191.5,0,274.6,0,0,0,0,0
St. Kitts-Nevis,2006,181,191,0,0,0,0,0,0,0
Antigua and Barbuda,2002,187,191,0,0,0,0,0,0,0
Faeroe Islands,1998,184,191,0,0,0,77,0,0,1
Jersey,1991,476.4,191,0,285.4,0,0,0,0,0
St. Kitts-Nevis,2005,181.4,190.4,0,0,0,0,0,0,0
Djibouti,2001,184,190,0,0,0,0,0,0,0
Niger,2000,371.88,189.58,0,187.9,0,0,0,0,0
Isle of Man,2004,430.3,189.3,6,247,0,3.3,0,0,0
Gibraltar,2013,185,189,0,0,0,0,0,0,0
American Samoa,2005,181.7,189,0,0,0,0,0,0,0
Grenada,2008,181.69,188.8,0,0,0,0,0,0,0
American Samoa,2006,181.3,188.7,0,0,0,0,0,0,0
American Samoa,2008,181.5,188.4,0,0,0,0,0,0,0
American Samoa,2003,180.5,188.3,0,0,0,0,0,0,0
American Samoa,2004,181.1,188.1,0,0,0,0,0,0,0
Seychelles,2000,183.5,187.5,0,0,0,0,0,0,0
Djibouti,1998,181,187,0,0,0,0,0,0,0
Djibouti,1997,181,187,0,0,0,0,0,0,0
American Samoa,2007,177.9,185.2,0,0,0,0,0,0,0
Maldives,2005,177,185,0,0,0,0,0,0,0
Gambia,2004,180.4,185,0,0,0,0,0,0,0
Djibouti,1996,179,185,0,0,0,0,0,0,0
Niger,2002,412.4,184.1,0,234.8,0,0,0,0,0
Djibouti,1995,179,184,0,0,0,0,0,0,0
Benin,2014,1285,184,0,1101,0,0,0,0,0
Burkina Faso,1990,180,184,0,0,0,9,0,0,0
Central African Rep.,2014,172,183,0,0,0,157,0,0,0
Chad,2009,167,183,0,0,0,0,0,0,0
Faeroe Islands,1997,177,183,0,0,0,76,0,0,1
Cabo Verde,2002,177.865,182.15,0,0,0,0,0,0,5.66
Djibouti,1994,177,182,0,0,0,0,0,0,0
Turks and Caicos Islands,2007,176,182,0,0,0,0,0,0,0
Faeroe Islands,1996,177,182,0,0,0,70,0,0,1
Cambodia,1991,182,182,0,0,0,40,0,0,0
Djibouti,1993,177,182,0,0,0,0,0,0,0
Central African Rep.,2013,170,181,0,0,0,155,0,0,0
Sierra Leone,2014,178.21,180.7,0,0,0,118.1,0,0,0
St. Lucia,1994,174,180.7,0,0,0,0,0,0,0
Faeroe Islands,1993,175.423,180.423,0,0,0,74,0,0,0.423
Djibouti,1991,175,180,0,0,0,0,0,0,0
Djibouti,1992,175,180,0,0,0,0,0,0,0
Djibouti,2000,175,180,0,0,0,0,0,0,0
Djibouti,1999,175,180,0,0,0,0,0,0,0
Djibouti,1990,174,179,0,0,0,0,0,0,0
St. Kitts-Nevis,2004,169.8,178.8,0,0,0,0,0,0,0
Sierra Leone,2012,178.21,178.67,0,0,0,118.1,0,0,0
American Samoa,2002,170,178.6,0,0,0,0,0,0,0
American Samoa,2009,171.5,178.3,0,0,0,0,0,0,0
St. Kitts-Nevis,2002,168.3,177.3,0,0,0,0,0,0,0
Gibraltar,2010,173,177,0,0,0,0,0,0,0
Central African Rep.,2012,168,177,0,0,0,150,0,0,0
St. Kitts-Nevis,2003,167.3,176.3,0,0,0,0,0,0,0
Gibraltar,2012,172,176,0,0,0,0,0,0,0
Rwanda,1992,179,176,3,30,0,172,0,0,0
Jersey,2000,584.4,176,0,408.4,0,0,0,0,0
Faeroe Islands,1994,171,176,0,0,0,76,0,0,1
Sierra Leone,2011,174.75,175.64,0,0,0,153.47,0,0,0
Grenada,2007,172.16,175.6,0,0,0,0,0,0,0
Faeroe Islands,1995,170,175,0,0,0,76,0,0,1
Seychelles,1999,170.668,174.67,0,0,0,0,0,0,0
Gibraltar,2009,171,174,0,0,0,0,0,0,0
Central African Rep.,2011,165,174,0,0,0,147,0,0,0
Burundi,2014,256.776,173.848,0,91,0,140.328,0,0,0
Guernsey,2009,383.9,173.5,0,210.4,0,0,0,0,0
Benin,2013,1206,173,0,1033,0,0,0,0,0
Eritrea,1995,170,172,0,0,0,0,0,0,0
Gibraltar,2011,168,171,0,0,0,0,0,0,0
American Samoa,2001,162,171,0,0,0,0,0,0,0
Antigua and Barbuda,2001,168,171,0,0,0,0,0,0,0
Rwanda,1990,165,171,3,20,0,167,0,0,0
Mayotte,2006,160,171,0,0,0,0,0,0,0
Rwanda,2006,214.7,170.7,2,64,0,38.4,0,0,0
Sierra Leone,2010,167.39,170.63,0,0,0,149.1,0,0,0
St. Lucia,1993,164.1,170.4,0,0,0,0,0,0,0
St. Vincent-Grenadines,2014,164,169.84,0,0,0,37.36,0,0,0
Niger,1990,337.1,169.5,0,167.6,0,0,0,0,0
Rwanda,1991,168,169,3,25,0,165,0,0,0
American Samoa,2000,161,169,0,0,0,0,0,0,0
Gambia,2003,163.7,168,0,0,0,0,0,0,0
Togo,2001,544.7,168,0,379.7,0,92,0,0,0
Niger,2001,381.61,167.8,0,219.9,0,0,0,0,0
Grenada,2006,160.83,167.16,0,0,0,0,0,0,0
Belize,1997,187,167,0,25,0,69,0,0,0
Belize,1999,188,167,0,25,0,76,0,0,0
Central African Rep.,2006,165,167,0,0,0,140,0,0,0
Belize,2003,347,166,0,189,0,68,0,0,0
Gibraltar,2008,163,166,0,0,0,0,0,0,0
Rwanda,2007,227.82,165.42,2.1,80.5,0,42.4,0.12,0,0
Cabo Verde,2001,161.88,165.33,0,0,0,0,0,0,6.43
Maldives,2004,157,165,0,0,0,0,0,0,0
Niger,1992,325,164.6,0,160.4,0,0,0,0,0
Sierra Leone,2013,164.39,164.39,0,0,0,105.39,0,0,0
Rwanda,1995,184,164,3,45,0,160,0,0,0
Cambodia,1990,164,164,0,0,0,57,0,0,0
Rwanda,1994,177,162,3,40,0,158,0,0,0
Benin,2012,1129,162,0,967,0,0,0,0,0
American Samoa,1999,154,162,0,0,0,0,0,0,0
Niger,1991,330.6,161.7,0,168.9,0,0,0,0,0
Eritrea,1994,159,161,0,0,0,0,0,0,0
Central African Rep.,2008,160,161,0,0,0,137,0,0,0
Central African Rep.,2007,160,161,0,0,0,137,0,0,0
Central African Rep.,2009,158,160,0,0,0,136,0,0,0
Central African Rep.,2005,158,160,0,0,0,134,0,0,0
State of Palestine,1999,1683,160,0,1523,0,0,0,0,0
Central African Rep.,2010,157.6,160,0,0,0,135,0,0,0
St. Kitts-Nevis,2001,151.5,159.5,0,0,0,0,0,0,0
Niger,1993,324.9,159.4,0,165.5,0,0,0,0,0
Grenada,2003,152.82,159.24,0,0,0,0,0,0,0
Seychelles,1998,155,159.2,0,0,0,0,0,0,0
Burundi,2013,254.121,159.121,0,103,0,138.468,0,0,0
American Samoa,2010,154,159.1,0,0,0,0,0,0,0
Belize,1998,179,159,0,25,0,66,0,0,0
Mayotte,2005,149.3,159,0,0,0,0,0,0,0
Rwanda,1993,169,159,3,35,0,155,0,0,0
Guernsey,2007,355.2,158.2,0,197,0,0,0,0,0
Turks and Caicos Islands,2006,152,158,0,0,0,0,0,0,0
Belize,1993,174,157,0,20,0,0,0,0,0
American Samoa,2014,147.364,156.945,0,0,0,0,1.1,0,0
Sierra Leone,2002,152.8,156.8,0,0,0,16.1,0,0,0
American Samoa,2012,148.9,156.6,0,0,0,0,1.1,0,0
American Samoa,2013,149.479,156.441,0,0,0,0,1.1,0,0
Belize,2005,403.828,156.217,0,254,0,68.957,0,0,0
American Samoa,1998,148,156,0,0,0,0,0,0,0
Benin,2011,1079,155,0,924,0,0,0,0,0
